Year,Month,day,sunrise,sunset,time,height,time,height,time,height,time,height,coefficient,coefficientCategory
2018,1,,,,4.8,4:05,6,6:52,2,15:07,7.7,21:37,,
2018,1,,,5:40,,,,,,,,,,66
2018,1,14,5:40,21:55,4:05,4.8,6:52,6,15:07,2,21:37,8.2,66,medium
2018,1,D,21:55,,,,,,,,,,medium,
2018,1,,,,4.8,5:09,6,8:02,2,15:57,8.2,22:18,,
2018,1,,,5:41,,,,,,,,,,72
2018,1,15,5:41,21:54,5:09,4.4,8:02,6,15:57,1.6,22:18,8.6,72,high
2018,1,L,21:54,,,,,,,,,,high,
2018,1,,,,4.4,5:52,6,9:02,1.6,16:42,8.6,22:54,,
2018,1,,,5:43,,,,,,,,,,76
2018,1,16,5:43,21:53,5:52,4.4,9:02,6,16:42,1.2,22:54,9,76,high
2018,1,M,21:53,,,,,,,,,,high,
2018,1,,,,4.4,6:26,6,9:52,1.2,17:23,9,23:26,,
2018,1,,,5:45,,,,,,,,,,78
2018,1,17,5:45,21:51,6:26,4,9:52,6,17:23,1.2,23:26,9,78,high
2018,1,X,21:51,,,,,,,,,,high,
2018,1,,,,4,6:57,6,10:36,1.2,18:00,9,23:57,,
2018,1,,,5:46,,,,,,,,,,79
2018,1,18,5:46,21:50,6:57,3.6,10:36,6.5,18:00,0.8,23:57,9.5,79,high
2018,1,J,21:50,,,,,,,,,,high,
2018,1,,,,3.6,7:27,6.5,11:16,0.8,18:37,9.5,,,
2018,1,,,5:48,,,,,,,,,,78
2018,1,19,5:48,21:49,7:27,3.2,11:16,6.5,18:37,0.8,,,78,high
2018,1,V,21:49,,,,,,,,,,high,
2018,1,,,,3.2,0:27,6.5,7:57,0.8,11:55,,19:12,,
2018,1,,,5:50,,,,,,,,,,75
2018,1,20,5:50,21:48,0:27,9.5,7:57,3.2,11:55,6.5,19:12,1.2,75,high
2018,1,S,21:48,,,,,,,,,,high,
2018,1,,,,9.5,0:57,3.2,8:27,6.5,12:34,1.2,19:47,,
2018,1,,,5:52,,,,,,,,,,71
2018,1,21,5:52,21:47,0:57,9.5,8:27,2.8,12:34,6.9,19:47,1.2,71,high
2018,1,D,21:47,,,,,,,,,,high,
2018,1,,,,9.5,1:26,2.8,8:58,6.9,13:14,1.2,20:22,,
2018,1,,,5:54,,,,,,,,,,65
2018,1,22,5:54,21:45,1:26,9.5,8:58,2.8,13:14,6.9,20:22,1.6,65,medium
2018,1,L,21:45,,,,,,,,,,medium,
2018,1,,,,9.5,1:56,2.8,9:29,6.9,13:57,1.6,21:01,,
2018,1,,,5:55,,,,,,,,,,60
2018,1,23,5:55,21:44,1:56,9,9:29,2.4,13:57,6.9,21:01,2,60,medium
2018,1,M,21:44,,,,,,,,,,medium,
2018,1,,,,9,2:25,2.4,10:02,6.9,14:47,2,21:44,,
2018,1,,,5:57,,,,,,,,,,55
2018,1,24,5:57,21:42,2:25,8.6,10:02,2.4,14:47,6.9,21:44,2.8,55,medium
2018,1,X,21:42,,,,,,,,,,medium,
2018,1,,,,8.6,2:55,2.4,10:38,6.9,15:45,2.8,22:35,,
2018,1,,,5:59,,,,,,,,,,53
2018,1,25,5:59,21:41,2:55,8.2,10:38,2.4,15:45,6.9,22:35,3.6,53,medium
2018,1,J,21:41,,,,,,,,,,medium,
2018,1,,,,8.2,3:27,2.4,11:21,6.9,16:59,3.6,23:44,,
2018,1,,,6:01,,,,,,,,,,56
2018,1,26,6:01,21:39,3:27,7.3,11:21,2,16:59,7.3,23:44,4.4,56,medium
2018,1,V,21:39,,,,,,,,,,medium,
2018,1,,,,7.3,4:03,2,12:12,7.3,18:26,4.4,,,
2018,1,,,6:03,,,,,,,,,,64
2018,1,27,6:03,21:38,4:03,6.9,12:12,2,18:26,7.3,,,64,medium
2018,1,S,21:38,,,,,,,,,,medium,
2018,1,,,,6.9,1:24,2,4:51,7.3,13:15,,19:54,,
2018,1,,,6:05,,,,,,,,,,75
2018,1,28,6:05,21:36,1:24,4.8,4:51,6.5,13:15,1.6,19:54,8.2,75,high
2018,1,D,21:36,,,,,,,,,,high,
2018,1,,,,4.8,3:23,6.5,6:03,1.6,14:25,8.2,21:05,,
2018,1,,,6:07,,,,,,,,,,87
2018,1,29,6:07,21:35,3:23,4.8,6:03,6,14:25,1.2,21:05,8.6,87,high
2018,1,L,21:35,,,,,,,,,,high,
2018,1,,,,4.8,4:48,6,7:32,1.2,15:32,8.6,22:01,,
2018,1,,,6:09,,,,,,,,,,97
2018,1,30,6:09,21:33,4:48,4.4,7:32,5.6,15:32,0.8,22:01,9.5,97,very high
2018,1,M,21:33,,,,,,,,,,very high,
2018,1,,,,4.4,5:42,5.6,8:51,0.8,16:34,9.5,22:48,,
2018,1,,,6:11,,,,,,,,,,104
2018,1,31,6:11,21:31,5:42,4,8:51,6,16:34,0.4,22:48,9.9,104,very high
2018,1,X,21:31,,,,,,,,,,very high,
2018,1,,,,4,5:52,6,11:23,0.4,18:45,9.9,23:03,,
2018,1,,,8:53,,,,,,,,,,86
2018,5,1,8:53,18:18,5:52,1.2,11:23,9.5,18:45,2.8,23:03,7.3,86,high
2018,5,M,18:18,,,,,,,,,,high,
2018,5,,,,1.2,6:22,9.5,11:59,2.8,19:22,7.3,23:34,,
2018,5,,,8:55,,,,,,,,,,78
2018,5,2,8:55,18:16,6:22,0.8,11:59,9.5,19:22,2.8,23:34,7.3,78,high
2018,5,X,18:16,,,,,,,,,,high,
2018,5,,,,0.8,6:53,9.5,12:33,2.8,19:57,7.3,,,
2018,5,,,8:56,,,,,,,,,,69
2018,5,3,8:56,18:14,6:53,0.8,12:33,9.9,19:57,2.8,,,69,medium
2018,5,J,18:14,,,,,,,,,,medium,
2018,5,,,,0.8,0:04,9.9,7:24,2.8,13:07,,20:32,,
2018,5,,,8:58,,,,,,,,,,59
2018,5,4,8:58,18:12,0:04,6.9,7:24,0.8,13:07,9.5,20:32,3.2,59,medium
2018,5,V,18:12,,,,,,,,,,medium,
2018,5,,,,6.9,0:33,0.8,7:54,9.5,13:42,3.2,21:08,,
2018,5,,,9:00,,,,,,,,,,49
2018,5,5,9:00,18:10,0:33,6.9,7:54,0.8,13:42,9.5,21:08,3.2,49,low
2018,5,S,18:10,,,,,,,,,,low,
2018,5,,,,6.9,1:04,0.8,8:26,9.5,14:18,3.2,21:46,,
2018,5,,,9:01,,,,,,,,,,41
2018,5,6,9:01,18:08,1:04,6.5,8:26,1.2,14:18,9,21:46,3.6,41,low
2018,5,D,18:08,,,,,,,,,,low,
2018,5,,,,6.5,1:35,1.2,9:00,9,14:58,3.6,22:31,,
2018,5,,,9:03,,,,,,,,,,36
2018,5,7,9:03,18:07,1:35,6.5,9:00,1.6,14:58,8.6,22:31,4,36,low
2018,5,L,18:07,,,,,,,,,,low,
2018,5,,,,6.5,2:12,1.6,9:38,8.6,15:44,4,23:28,,
2018,5,,,9:05,,,,,,,,,,38
2018,5,8,9:05,18:05,2:12,6,9:38,2,15:44,8.2,23:28,4,38,low
2018,5,M,18:05,,,,,,,,,,low,
2018,5,,,,6,3:00,2,10:24,8.2,16:40,4,,,
2018,5,,,9:06,,,,,,,,,,45
2018,5,9,9:06,18:03,3:00,5.6,10:24,2.8,16:40,7.7,,,45,low
2018,5,X,18:03,,,,,,,,,,low,
2018,5,,,,5.6,0:43,2.8,4:19,7.7,11:31,,17:47,,
2018,5,,,9:08,,,,,,,,,,55
2018,5,10,9:08,18:02,0:43,4,4:19,5.2,11:31,3.2,17:47,7.3,55,medium
2018,5,J,18:02,,,,,,,,,,medium,
2018,5,,,,4,2:02,5.2,6:21,3.2,13:10,7.3,18:57,,
2018,5,,,9:09,,,,,,,,,,67
2018,5,11,9:09,18:00,2:02,4,6:21,5.6,13:10,3.6,18:57,6.9,67,medium
2018,5,V,18:00,,,,,,,,,,medium,
2018,5,,,,4,3:00,5.6,7:58,3.6,14:50,6.9,19:56,,
2018,5,,,9:11,,,,,,,,,,79
2018,5,12,9:11,17:59,3:00,3.2,7:58,6,14:50,3.6,19:56,6.9,79,high
2018,5,S,17:59,,,,,,,,,,high,
2018,5,,,,3.2,2:42,6,7:59,3.6,15:04,6.9,19:44,,
2018,5,,,8:12,,,,,,,,,,89
2018,5,13,8:12,16:57,2:42,2.8,7:59,6.9,15:04,3.6,19:44,6.9,89,high
2018,5,D,16:57,,,,,,,,,,high,
2018,5,,,,2.8,3:16,6.9,8:45,3.6,16:01,6.9,20:25,,
2018,5,,,8:14,,,,,,,,,,97
2018,5,14,8:14,16:55,3:16,2.4,8:45,7.7,16:01,3.2,20:25,6.9,97,very high
2018,5,L,16:55,,,,,,,,,,very high,
2018,5,,,,2.4,3:50,7.7,9:26,3.2,16:49,6.9,21:02,,
2018,5,,,8:15,,,,,,,,,,100
2018,5,15,8:15,16:54,3:50,1.6,9:26,9,16:49,3.2,21:02,6.9,100,very high
2018,5,M,16:54,,,,,,,,,,very high,
2018,5,,,,1.6,4:23,9,10:06,3.2,17:33,6.9,21:38,,
2018,5,,,8:17,,,,,,,,,,99
2018,5,16,8:17,16:53,4:23,0.8,10:06,9.5,17:33,2.8,21:38,6.9,99,very high
2018,5,X,16:53,,,,,,,,,,very high,
2018,5,,,,0.8,4:58,9.5,10:46,2.8,18:16,6.9,22:14,,
2018,5,,,8:18,,,,,,,,,,94
2018,5,17,8:18,16:51,4:58,0.4,10:46,10.3,18:16,2.8,22:14,6.9,94,very high
2018,5,J,16:51,,,,,,,,,,very high,
2018,5,,,,0.4,5:35,10.3,11:27,2.8,18:58,6.9,22:50,,
2018,5,,,8:20,,,,,,,,,,85
2018,5,18,8:20,16:50,5:35,0,11:27,10.3,18:58,2.8,22:50,6.9,85,high
2018,5,V,16:50,,,,,,,,,,high,
2018,5,,,,0,6:13,10.3,12:10,2.8,19:42,6.9,23:29,,
2018,5,,,8:21,,,,,,,,,,74
2018,5,19,8:21,16:48,6:13,0,12:10,10.3,19:42,3.2,23:29,6.9,74,high
2018,5,S,16:48,,,,,,,,,,high,
2018,5,,,,0,6:54,10.3,12:54,3.2,20:28,6.9,,,
2018,5,,,8:23,,,,,,,,,,64
2018,5,20,8:23,16:47,6:54,0,12:54,10.3,20:28,3.2,,,64,medium
2018,5,D,16:47,,,,,,,,,,medium,
2018,5,,,,0,0:11,10.3,7:38,3.2,13:41,,21:18,,
2018,5,,,8:24,,,,,,,,,,57
2018,5,21,8:24,16:46,0:11,6.5,7:38,0.4,13:41,9.9,21:18,3.6,57,medium
2018,5,L,16:46,,,,,,,,,,medium,
2018,5,,,,6.5,1:00,0.4,8:26,9.9,14:31,3.6,22:16,,
2018,5,,,8:25,,,,,,,,,,56
2018,5,22,8:25,16:45,1:00,6,8:26,1.2,14:31,9,22:16,3.6,56,medium
2018,5,M,16:45,,,,,,,,,,medium,
2018,5,,,,6,2:02,1.2,9:21,9,15:26,3.6,23:22,,
2018,5,,,8:27,,,,,,,,,,60
2018,5,23,8:27,16:43,2:02,6,9:21,2,15:26,8.2,23:22,3.6,60,medium
2018,5,X,16:43,,,,,,,,,,medium,
2018,5,,,,6,3:30,2,10:34,8.2,16:26,3.6,,,
2018,5,,,8:28,,,,,,,,,,66
2018,5,24,8:28,16:42,3:30,5.6,10:34,2.8,16:26,7.7,,,66,medium
2018,5,J,16:42,,,,,,,,,,medium,
2018,5,,,,5.6,0:31,2.8,5:21,7.7,12:09,,17:30,,
2018,5,,,8:29,,,,,,,,,,72
2018,5,25,8:29,16:41,0:31,3.2,5:21,6,12:09,3.6,17:30,7.3,72,high
2018,5,V,16:41,,,,,,,,,,high,
2018,5,,,,3.2,1:31,6,6:57,3.6,13:51,7.3,18:30,,
2018,5,,,8:31,,,,,,,,,,78
2018,5,26,8:31,16:40,1:31,2.8,6:57,6.9,13:51,4,18:30,6.9,78,high
2018,5,S,16:40,,,,,,,,,,high,
2018,5,,,,2.8,2:21,6.9,8:03,4,15:10,6.9,19:23,,
2018,5,,,8:32,,,,,,,,,,81
2018,5,27,8:32,16:39,2:21,2,8:03,7.7,15:10,4,19:23,6.9,81,high
2018,5,D,16:39,,,,,,,,,,high,
2018,5,,,,2,3:03,7.7,8:52,4,16:09,6.9,20:07,,
2018,5,,,8:33,,,,,,,,,,83
2018,5,28,8:33,16:38,3:03,1.6,8:52,8.2,16:09,3.6,20:07,6.5,83,high
2018,5,L,16:38,,,,,,,,,,high,
2018,5,,,,1.6,3:40,8.2,9:32,3.6,16:55,6.5,20:47,,
2018,5,,,8:34,,,,,,,,,,82
2018,5,29,8:34,16:37,3:40,1.2,9:32,9,16:55,3.6,20:47,6.5,82,high
2018,5,M,16:37,,,,,,,,,,high,
2018,5,,,,1.2,4:15,9,10:09,3.6,17:34,6.5,21:24,,
2018,5,,,8:35,,,,,,,,,,79
2018,5,30,8:35,16:36,4:15,0.8,10:09,9.5,17:34,3.6,21:24,6.5,79,high
2018,5,X,16:36,,,,,,,,,,high,
2018,5,,,,0.8,4:49,9.5,10:43,3.6,18:10,6.5,21:59,,
2018,5,,,8:37,,,,,,,,,,74
2018,5,31,8:37,16:36,4:49,0.8,10:43,9.5,18:10,3.2,21:59,6.5,74,high
2018,5,J,16:36,,,,,,,,,,high,
2018,5,,,,0.8,5:22,9.5,11:16,3.2,18:45,6.5,22:33,,
2018,5,,,8:38,,,,,,,,,,68
2018,6,1,8:38,16:35,5:22,0.8,11:16,9.9,18:45,3.2,22:33,6.5,68,medium
2018,6,V,16:35,,,,,,,,,,medium,
2018,6,,,,0.8,5:55,9.9,11:49,3.2,19:19,6.5,23:07,,
2018,6,,,8:39,,,,,,,,,,62
2018,6,2,8:39,16:34,5:55,0.8,11:49,9.9,19:19,3.2,23:07,6.5,62,medium
2018,6,S,16:34,,,,,,,,,,medium,
2018,6,,,,0.8,6:28,9.9,12:23,3.2,19:55,6.5,23:42,,
2018,6,,,8:40,,,,,,,,,,55
2018,6,3,8:40,16:33,6:28,0.8,12:23,9.5,19:55,3.6,23:42,6.5,55,medium
2018,6,D,16:33,,,,,,,,,,medium,
2018,6,,,,0.8,7:02,9.5,12:58,3.6,20:34,6.5,,,
2018,6,,,8:41,,,,,,,,,,48
2018,6,4,8:41,16:33,7:02,1.2,12:58,9,20:34,3.6,,,48,low
2018,6,L,16:33,,,,,,,,,,low,
2018,6,,,,1.2,0:20,9,7:37,3.6,13:35,,21:16,,
2018,6,,,8:42,,,,,,,,,,44
2018,6,5,8:42,16:32,0:20,6,7:37,1.6,13:35,9,21:16,3.6,44,low
2018,6,M,16:32,,,,,,,,,,low,
2018,6,,,,6,1:03,1.6,8:15,9,14:14,3.6,22:04,,
2018,6,,,8:43,,,,,,,,,,43
2018,6,6,8:43,16:32,1:03,6,8:15,2,14:14,8.6,22:04,3.6,43,low
2018,6,X,16:32,,,,,,,,,,low,
2018,6,,,,6,1:58,2,9:00,8.6,14:56,3.6,22:57,,
2018,6,,,8:43,,,,,,,,,,47
2018,6,7,8:43,16:31,1:58,5.6,9:00,2.8,14:56,7.7,22:57,3.6,47,low
2018,6,J,16:31,,,,,,,,,,low,
2018,6,,,,5.6,3:12,2.8,9:57,7.7,15:44,3.6,23:53,,
2018,6,,,8:44,,,,,,,,,,55
2018,6,8,8:44,16:31,3:12,5.6,9:57,3.2,15:44,7.3,23:53,3.2,55,medium
2018,6,V,16:31,,,,,,,,,,medium,
2018,6,,,,5.6,4:47,3.2,11:20,7.3,16:38,3.2,,,
2018,6,,,8:45,,,,,,,,,,65
2018,6,9,8:45,16:30,4:47,6,11:20,4,16:38,6.9,,,65,medium
2018,6,S,16:30,,,,,,,,,,medium,
2018,6,,,,6,0:47,4,6:18,6.9,13:00,,17:36,,
2018,6,,,8:46,,,,,,,,,,75
2018,6,10,8:46,16:30,0:47,2.8,6:18,6.5,13:00,4,17:36,6.9,75,high
2018,6,D,16:30,,,,,,,,,,high,
2018,6,,,,2.8,1:36,6.5,7:26,4,14:30,6.9,18:33,,
2018,6,,,8:46,,,,,,,,,,85
2018,6,11,8:46,16:30,1:36,2.4,7:26,7.3,14:30,4,18:33,6.5,85,high
2018,6,L,16:30,,,,,,,,,,high,
2018,6,,,,2.4,2:20,7.3,8:19,4,15:39,6.5,19:25,,
2018,6,,,8:47,,,,,,,,,,93
2018,6,12,8:47,16:30,2:20,1.6,8:19,8.2,15:39,4,19:25,6.5,93,very high
2018,6,M,16:30,,,,,,,,,,very high,
2018,6,,,,1.6,3:03,8.2,9:06,4,16:34,6.5,20:13,,
2018,6,,,8:48,,,,,,,,,,98
2018,6,13,8:48,16:29,3:03,1.2,9:06,9,16:34,3.6,20:13,6.5,98,very high
2018,6,X,16:29,,,,,,,,,,very high,
2018,6,,,,1.2,3:46,9,9:50,3.6,17:22,6.5,20:59,,
2018,6,,,8:48,,,,,,,,,,99
2018,6,14,8:48,16:29,3:46,0.4,9:50,9.9,17:22,3.6,20:59,6.5,99,very high
2018,6,J,16:29,,,,,,,,,,very high,
2018,6,,,,0.4,4:29,9.9,10:33,3.6,18:07,6.5,21:44,,
2018,6,,,8:49,,,,,,,,,,95
2018,6,15,8:49,16:29,4:29,0,10:33,10.3,18:07,3.2,21:44,6.5,95,very high
2018,6,V,16:29,,,,,,,,,,very high,
2018,6,,,,0,5:12,10.3,11:16,3.2,18:50,6.5,22:30,,
2018,6,,,8:49,,,,,,,,,,89
2018,6,16,8:49,16:29,5:12,0,11:16,10.8,18:50,3.2,22:30,6.5,89,high
2018,6,S,16:29,,,,,,,,,,high,
2018,6,,,,0,5:57,10.8,11:59,3.2,19:33,6.5,23:17,,
2018,6,,,8:50,,,,,,,,,,80
2018,6,17,8:50,16:29,5:57,0,11:59,10.8,19:33,3.2,23:17,6.5,80,high
2018,6,D,16:29,,,,,,,,,,high,
2018,6,,,,0,6:43,10.8,12:42,3.2,20:17,6.5,,,
2018,6,,,8:50,,,,,,,,,,71
2018,6,18,8:50,16:29,6:43,0,12:42,10.3,20:17,3.2,,,71,high
2018,6,L,16:29,,,,,,,,,,high,
2018,6,,,,0,0:08,10.3,7:29,3.2,13:25,,21:03,,
2018,6,,,8:50,,,,,,,,,,63
2018,6,19,8:50,16:29,0:08,6.5,7:29,0.8,13:25,9.9,21:03,3.2,63,medium
2018,6,M,16:29,,,,,,,,,,medium,
2018,6,,,,6.5,1:05,0.8,8:19,9.9,14:08,3.2,21:53,,
2018,6,,,8:50,,,,,,,,,,58
2018,6,20,8:50,16:30,1:05,6.5,8:19,1.6,14:08,9,21:53,2.8,58,medium
2018,6,X,16:30,,,,,,,,,,medium,
2018,6,,,,6.5,2:12,1.6,9:14,9,14:52,2.8,22:45,,
2018,6,,,8:51,,,,,,,,,,57
2018,6,21,8:51,16:30,2:12,6.5,9:14,2.4,14:52,8.2,22:45,2.8,57,medium
2018,6,J,16:30,,,,,,,,,,medium,
2018,6,,,,6.5,3:33,2.4,10:20,8.2,15:38,2.8,23:41,,
2018,6,,,8:51,,,,,,,,,,59
2018,6,22,8:51,16:30,3:33,6.5,10:20,3.2,15:38,7.7,23:41,2.4,59,medium
2018,6,V,16:30,,,,,,,,,,medium,
2018,6,,,,6.5,5:06,3.2,11:44,7.7,16:28,2.4,,,
2018,6,,,8:51,,,,,,,,,,62
2018,6,23,8:51,16:31,5:06,6.5,11:44,4,16:28,6.9,,,62,medium
2018,6,S,16:31,,,,,,,,,,medium,
2018,6,,,,6.5,0:38,4,6:34,6.9,13:23,,17:23,,
2018,6,,,8:51,,,,,,,,,,66
2018,6,24,8:51,16:31,0:38,2,6:34,6.9,13:23,4.4,17:23,6.5,66,medium
2018,6,D,16:31,,,,,,,,,,medium,
2018,6,,,,2,1:31,6.9,7:43,4.4,14:51,6.5,18:20,,
2018,6,,,8:51,,,,,,,,,,70
2018,6,25,8:51,16:31,1:31,2,7:43,7.7,14:51,4.4,18:20,6.5,70,high
2018,6,L,16:31,,,,,,,,,,high,
2018,6,,,,2,2:20,7.7,8:35,4.4,15:56,6.5,19:16,,
2018,6,,,8:51,,,,,,,,,,73
2018,6,26,8:51,16:32,2:20,1.6,8:35,8.2,15:56,4.4,19:16,6,73,high
2018,6,M,16:32,,,,,,,,,,high,
2018,6,,,,1.6,3:04,8.2,9:17,4.4,16:45,6,20:06,,
2018,6,,,8:51,,,,,,,,,,75
2018,6,27,8:51,16:32,3:04,1.2,9:17,8.6,16:45,4,20:06,6,75,high
2018,6,X,16:32,,,,,,,,,,high,
2018,6,,,,1.2,3:45,8.6,9:54,4,17:24,6,20:51,,
2018,6,,,8:51,,,,,,,,,,75
2018,6,28,8:51,16:33,3:45,1.2,9:54,9,17:24,4,20:51,6,75,high
2018,6,J,16:33,,,,,,,,,,high,
2018,6,,,,1.2,4:23,9,10:28,4,17:59,6,21:32,,
2018,6,,,8:50,,,,,,,,,,74
2018,6,29,8:50,16:33,4:23,0.8,10:28,9.5,17:59,3.6,21:32,6.5,74,high
2018,6,V,16:33,,,,,,,,,,high,
2018,6,,,,0.8,5:00,9.5,11:01,3.6,18:32,6.5,22:12,,
2018,6,,,8:50,,,,,,,,,,71
2018,6,30,8:50,16:34,5:00,0.8,11:01,9.5,18:32,3.6,22:12,6.5,71,high
2018,6,S,16:34,,,,,,,,,,high,
2018,6,,,,0.8,,9.5,,3.6,,6.5,,,
